Class,AngleCh1,AreaCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,ConvexHullAreaRatioCh1,ConvexHullPerimRatioCh1,DiffIntenDensityCh1,DiffIntenDensityCh3,DiffIntenDensityCh4,EntropyIntenCh1,EntropyIntenCh3,EntropyIntenCh4,EqCircDiamCh1,EqEllipseLWRCh1,EqEllipseOblateVolCh1,EqEllipseProlateVolCh1,EqSphereAreaCh1,EqSphereVolCh1,FiberAlign2Ch3,FiberAlign2Ch4,FiberLengthCh1,FiberWidthCh1,IntenCoocASMCh3,IntenCoocASMCh4,IntenCoocContrastCh3,IntenCoocContrastCh4,IntenCoocEntropyCh3,IntenCoocEntropyCh4,IntenCoocMaxCh3,IntenCoocMaxCh4,KurtIntenCh1,KurtIntenCh3,KurtIntenCh4,LengthCh1,NeighborAvgDistCh1,NeighborMinDistCh1,NeighborVarDistCh1,PerimCh1,ShapeBFRCh1,ShapeLWRCh1,ShapeP2ACh1,SkewIntenCh1,SkewIntenCh3,SkewIntenCh4,SpotFiberCountCh3,SpotFiberCountCh4,TotalIntenCh1,TotalIntenCh2,TotalIntenCh3,TotalIntenCh4,VarIntenCh1,VarIntenCh3,VarIntenCh4,WidthCh1,XCentroid,YCentroid
PS,12.82862267,161,114.3766234,338.7727273,82.01298701,232.6623377,1.078582435,0.95463525,61.59636364,53.30545455,117.8436364,6.597574528,5.49573463,5.749695558,14.33621762,2.445967242,244.4713382,99.94873767,645.6825397,1542.774234,1.175423415,1.175654783,19.95212907,8.523810584,0.046665691,0.056853855,3.875357408,3.367732712,5.843002135,5.662628283,0.197183099,0.23943662,-0.857954517,-0.459344034,-0.619583297,22.32726202,284.0491185,26.32206122,126.5238763,56.95187931,0.686837741,2.121123904,1.517681519,-0.174587439,0.818923895,0.687912411,3,5,17614,52018,12630,35830,54.03583202,85.56109589,225.1357807,10.526147,450,333
PS,129.2964443,361,340.742029,518.7710145,246.2550725,292.3942029,1.213091922,0.889821814,129.4465409,174.4842767,162.7327044,7.799473304,7.33520715,7.639378497,21.45772979,2.375468075,807.8389561,340.0756947,1446.496599,5173.088859,1.458629574,1.317997202,36.6112008,10.27824121,0.01716429,0.008284761,9.236946203,9.996123418,6.97937285,7.275504115,0.10443038,0.040625,-0.265290087,-0.105014437,-0.659511929,31.7668361,197.3655028,25.28622993,90.53434448,93.77888403,0.702250854,1.959669237,1.859794265,-0.571079328,0.714566192,0.329950167,1,7,117556,178632,84958,100876,137.2314668,204.9842239,195.9047564,16.21030503,346,241
PS,65.77374781,465,229.8400901,206.5,224.8108108,65.41666667,1.462365591,0.828025598,142.0541872,200.4408867,43.59852217,8.08323109,5.087069976,5.208331767,24.34252976,1.64064479,980.1742464,597.4323341,1861.578231,7552.587248,1.184137153,1.351336913,55.74816874,8.743004006,0.182628764,0.131534291,2.762237593,2.755187477,4.601772387,5.002245135,0.431707317,0.356097561,1.215612991,9.524607636,0.332903675,40.33299028,268.4280088,16.66641156,129.3709754,128.9823455,0.386823621,1.352111571,2.716169196,1.150564733,2.642824551,1.141973136,0,10,102049,91243,99816,29045,168.7469963,362.5472448,82.47489267,29.82963178,482,264
WS,126.8594541,184,759.6931818,767.5056818,185.7954545,403.1704545,1.029810298,0.981130346,346.9688474,76.98130841,183.953271,7.325853352,6.378997527,6.639523877,15.3260613,1.420972116,227.6582169,160.2130079,737.9229025,1884.908607,1.59211605,1.581728199,13.32017925,13.32017925,0.02199367,0.02084172,9.815023292,7.475698758,6.574056418,6.571621833,0.124223602,0.118012422,-1.208209234,-1.294526354,-1.435207391,19.24791731,224.6788929,24.99437578,104.1099426,53.280717,0.688301826,1.38227805,1.168134855,0.450992578,-0.255909219,0.028547036,2,6,133706,134906,32700,70958,592.2938529,128.1177689,314.7053175,13.92477968,100,279
WS,121.1585211,1031,30.82215447,52.09756098,65.60772358,101.8882114,1.256819857,0.824048757,37.68500539,39.90722762,55.57389428,6.096284882,6.802757014,6.43703931,36.23863024,2.605051221,4074.950443,1564.249643,4125.659864,24918.04372,1.233203536,1.360201651,80.22432709,13.29107002,0.020710142,0.066992037,5.656851359,3.254738719,6.850200967,5.792705051,0.121475054,0.247854077,0.092668201,-0.07029219,-0.440802511,66.88974624,275.0479501,33.01686506,125.572818,187.0307942,0.513785579,2.228781929,2.6106447,0.803221936,0.879880096,0.860431126,5,12,30329,50281,64558,100258,24.67874643,61.8399503,111.138691,30.01179495,68,354
WS,6.02132889,238,90.89912281,293.1798246,1.25,51.81140351,1.032460733,0.968142386,50.31742243,3.377088305,34.10739857,6.737709712,1.023928668,3.614195545,17.44382206,1.555097613,351.1580659,225.8109477,955.9455782,2779.224095,1.729464606,1.353267781,15.53592171,15.53592171,0.692423685,0.326033408,0.398001276,1.146690825,1.264397671,3.265003188,0.835680751,0.568075117,-0.928976751,8.737928882,0.736540527,22.8291288,259.8830751,25.34833292,120.9334924,62.14368683,0.697618612,1.521330451,1.228004286,-0.161525942,3.051603324,1.382367625,0,4,20725,66618,285,11813,43.21410791,3.666317766,79.21818888,15.00602896,369,448
PS,86.41630849,154,23.55782313,227.462585,5.673469388,27.79591837,1.123595506,0.857310595,39.234375,8.0546875,35.7109375,5.372918778,1.679088702,2.899459066,14.00660534,2.40868993,226.2496943,93.93060163,616.3333333,1438.789626,1.46013389,1.490787273,27.31931265,5.975807751,0.584641769,0.34223219,0.598911182,2.28492782,1.759529402,3.035283543,0.770491803,0.581967213,0.169163895,14.36568559,6.179338049,23.69355717,209.5572865,19.47930468,69.10619691,66.59024081,0.64848878,2.362693227,2.161435836,0.661066502,3.603926348,2.523933746,1,4,3463,33291,834,4086,16.94012234,15.58001653,56.9463214,10.02819871,219,273
WS,2.353155252,218,125.7788462,212.2355769,14.14903846,93.27884615,1.073732719,0.958210402,65.03684211,21.07368421,53.75263158,6.994699394,1.527014596,5.267161568,16.6611852,1.920834292,340.0646611,177.0400822,872.0907029,2421.677453,1.715358705,1.219846386,20.19847227,11.26106698,0.63468748,0.103454909,0.446638947,3.175329175,1.543755902,5.249410222,0.8,0.328205128,-0.336619519,6.317148701,-0.812422005,23.69590753,170.3573073,15.11636647,67.42417075,62.91907851,0.687535595,1.770680541,1.385014133,0.191206782,2.661879704,0.684206489,1,5,26162,43938,2943,19402,66.03028978,36.09818207,98.06938838,13.38237304,239,226
WS,34.19173371,273,293.9118774,183.9348659,54.68965517,91.51340996,1.04587156,0.960512643,123.0207469,62.09543568,56.77593361,7.50957568,3.080750182,5.636455637,18.66355961,1.653241163,443.4558786,268.234235,1094.306122,3403.941258,1.468935594,1.511950954,19.10440896,14.95103405,0.367684754,0.090316354,1.161897383,3.195850551,3.000634422,5.30173163,0.6125,0.29338843,0.840415046,14.94361684,0.227503357,24.72042585,166.7899794,21.37777047,68.04201777,68.11088603,0.705948757,1.576907561,1.292456054,0.720304873,3.669072833,1.129658754,3,10,76711,47747,14274,23885,159.6476601,131.7520873,107.7634561,15.67652185,262,252
PS,90.58466341,248,81.96202532,220.721519,51.64135021,69.69198312,1.070993915,0.958957243,70.68149883,62.75175644,73.21545667,6.758495781,3.618953501,5.378032447,17.78477591,3.757356132,578.4758724,153.9582228,993.6802721,2945.396828,1.531512476,1.712280049,34.12644302,7.571191476,0.278130306,0.062926996,2.542277228,10.04718372,3.742001708,5.906832928,0.524752475,0.24,0.39369789,5.181054736,1.308175095,35.86280897,232.100428,28.46485082,114.3533689,83.39526898,0.74005416,3.831470035,2.141978642,0.446369937,2.215171385,1.364954808,3,7,19425,52075,12239,16517,46.48490786,93.15851277,85.39233147,9.360065103,73,235
PS,18.57980328,204,31.85128205,5.861538462,37.66666667,2.78974359,1.357142857,0.871237249,41.80952381,49.56547619,6.892857143,5.88774133,4.78729017,2.886401048,16.13212321,3.962161326,443.3426825,111.8941522,817.585034,2198.230417,1.784484337,2,40.07278453,5.492981089,0.060005324,0.074296377,8.75552795,10.92335404,5.711246046,5.012442927,0.229813665,0.24,5.701980717,5.350906077,5.054836792,35.61315602,314.968075,42.02610273,131.8845795,91.13153124,0.536002655,3.325943934,3.002391159,1.817385436,2.346001751,2.14078939,2,5,6211,949,7345,544,26.1889277,65.48772965,4.085232622,10.70768381,485,432
WS,87.32813246,453,29.74364896,149.5796767,50.4965358,135.9930716,1.162042175,0.814584335,39.15,45.895,87.9275,5.986177988,6.098111371,6.974840066,24.03909826,1.871038772,1008.079513,538.7806642,1815.45805,7273.662409,1.333700866,1.568296104,45.17545145,10.45275147,0.029692133,0.0191082,10.45590515,7.426029401,6.788515398,6.86144166,0.16080402,0.124378109,-0.126566859,0.051870805,-0.417829756,34.72395593,313.5867172,25.67701223,131.3142222,111.2564058,0.669373467,1.778282111,2.085952854,0.531646522,0.868137918,0.734880499,1,10,12879,64336,21865,58885,21.08371881,48.52542118,122.8900725,19.52668574,495,336
PS,71.30565864,168,66.44720497,275.0434783,114.5031056,210.7453416,1.122962963,0.849509737,54.70731707,85.13937282,134.533101,6.347203857,6.450472587,6.565740174,14.65842005,1.151816718,179.3296304,155.6928525,675.031746,1649.149813,1.681694444,1.771178208,23.19885047,7.624575095,0.011780313,0.014390818,10.95873031,12.40496792,6.856462304,6.67948518,0.060810811,0.094594595,-0.471495416,0.141022622,-0.819827704,18.78357638,195.095834,19.7730462,85.85897458,61.64685114,0.577373544,1.20711666,1.709728877,0.415342244,0.824705104,0.293413378,1,4,10698,44122,18435,33930,36.65991102,90.93654359,146.2982268,15.56069682,258,321
PS,170.6152467,158,33.49006623,4.940397351,64.78145695,2.920529801,1.114906832,0.882859244,55.71212121,83.20454545,6.636363636,5.853142965,6.206036716,3.005169404,14.19589238,2.309768266,230.6594098,99.86257635,633.1043084,1497.913437,2,1,25.58838196,6.595099946,0.009473854,0.053419822,28.13906142,12.08505866,7.017092919,5.425511897,0.043478261,0.210144928,4.039873851,9.868084077,0.774075887,22.54780225,280.3000724,90.98090116,89.4643849,64.36696382,0.623338984,2.00224605,1.953661887,1.669873402,2.35434931,1.274808072,2,5,5057,596,9782,441,28.72289798,60.85471724,3.631217078,11.26125446,330,383
WS,161.1162308,214,72.95121951,161.8829268,74.90731707,30.3804878,1.085846868,0.92260713,58.44086022,59.28494624,27.44086022,6.645565451,4.494669175,5.085281162,16.54059603,1.176555882,260.4105781,221.3329448,859.5124717,2369.474763,1.435787349,1.504965648,22.62272928,9.984828423,0.164001732,0.065011908,2.25217517,7.936508166,4.474585183,5.890461997,0.406417112,0.254054054,0.388457708,2.221246045,-0.300822536,19.78154016,177.2166725,26.57964116,75.02994873,65.2151154,0.588561313,1.071814738,1.498299008,0.784355269,1.764452259,0.711865796,1,5,14955,32982,15356,6228,47.16776039,118.6656553,28.6428233,18.45611882,290,243
WS,158.0124902,202,111.1865285,196.2124352,111.8082902,19.41968912,1.203473945,0.908584999,74.35446686,87.1556196,19.21325648,6.828606374,5.436610352,4.382926816,16.04918115,1.801837426,294.3847548,163.3803087,809.1995465,2164.498351,1.620144832,1.779158303,25.97592067,8.130971364,0.070667111,0.111435114,6.383019746,6.630626288,5.69450546,5.173203312,0.269662921,0.337078652,-0.546337713,-0.565223513,-0.175679398,24.15271555,181.809022,23.39130311,82.13020221,68.21378407,0.565017498,1.629289249,1.753147537,0.269324528,0.797609031,0.889661471,2,5,21459,37677,21579,3748,58.29153481,120.6659395,21.88867325,14.82408085,208,255
WS,91.90534924,275,38.74524715,226.8745247,1.83269962,26.26996198,1.078754579,0.942242003,45.95473251,5.053497942,19.0617284,6.190136795,1.792998049,3.031521381,18.73493103,1.236338347,387.9036294,313.7520002,1102.69161,3443.141878,1,1.549779849,21.87172328,13.08332033,0.411206262,0.42730493,2.53574272,0.784196975,2.631415014,2.676740063,0.655870445,0.652719665,-0.197513984,4.074592501,1.309887155,22.74963731,187.8857017,33.42702818,76.31707145,69.91008723,0.729533695,1.369620448,1.359146506,0.491981777,2.273941126,1.649192641,1,5,10190,59406,482,6909,22.525856,3.952492972,46.77101539,16.61017645,240,282
PS,66.37291063,249,74.36134454,125.8361345,109.4789916,234.3193277,1.120323559,0.876667262,57.48036952,78.18244804,117.5311778,6.764536306,6.814575116,6.737668551,17.82225704,1.696512845,391.1700199,230.5729786,997.8730159,2964.058231,1.504146303,1.704225061,29.25572961,8.858571547,0.010545038,0.018216345,12.26984635,9.190951771,7.195046614,6.824348855,0.072727273,0.122065728,-0.849822963,-0.792310332,-1.036284965,25.96993466,302.306204,15.49304943,135.6533667,76.22860232,0.551731585,1.491606521,1.784221817,0.219953349,0.378348632,-0.090280086,0,6,17698,29712,26056,55768,44.57044864,81.02767955,153.0465922,17.41071408,21,348
WS,121.3312509,278,482.2218045,456.3383459,72.17293233,332.4548872,1.164556962,0.912131615,181.9959016,41.00819672,169.7254098,7.891711853,6.511588241,7.705584879,18.84148126,2.189431611,525.0609227,239.8160875,1115.269841,3502.222637,1.589755449,1.61645146,28.62589658,10.12451826,0.007176107,0.007991641,13.18025531,9.128185101,7.424027167,7.250663297,0.024691358,0.024691358,-0.201741116,0.072668533,-0.459689473,27.56691506,346.1788794,31.73809524,140.8478556,77.50082969,0.694520535,1.892960101,1.649175219,0.461000737,0.471308423,0.555122549,2,6,128271,121121,19198,88433,269.6078461,38.08311276,198.8562593,14.56286112,37,459
PS,64.86104267,204,25.2974359,2.784615385,59.80512821,88.6,1.343863913,0.886195067,37.04651163,47.90116279,65.80813953,5.652890918,6.439700362,6.364097884,16.13212321,2.421674855,346.6022548,143.125017,817.585034,2198.230417,1.739536938,1.596767913,33.03354177,6.528644698,0.006700241,0.012988009,23.99320487,12.62515213,7.475554214,6.826734848,0.023529412,0.064705882,-0.235138333,0.465871915,0.599225471,26.85732831,299.7409806,30.54317416,118.3696748,79.12437294,0.515180926,1.818077742,2.310095589,0.588228654,0.703829308,0.989886506,2,3,4933,349,11662,17277,17.32417145,34.71352318,77.0250309,14.77237617,41,276
WS,136.8256214,283,150.3703704,188.1925926,190.1703704,89.04074074,1.079393399,0.951681633,108.2224449,196.4068136,61.5250501,7.42481893,6.229050012,5.962801665,18.98261793,1.35204235,421.9513145,312.0843919,1132.040816,3581.516383,1.472509747,1.56817413,22.28561619,13.18133219,0.041551274,0.062368757,10.06298998,6.1727927,6.343869391,5.914592212,0.199203187,0.243027888,0.053277839,3.374500672,-0.464715108,25.34819495,245.1140576,24.78380442,119.9180696,70.93389675,0.590573021,1.340804893,1.363048307,0.691774441,1.793348608,0.715777689,1,10,40600,50543,51346,24041,95.14754552,232.9941198,86.19870567,18.90520767,451,233
PS,140.8649133,617,603.7385399,301.7096774,41.10696095,70.19354839,1.391198044,0.839594027,196.7234432,49.43406593,59.62820513,8.628350474,3.134616388,4.816527108,28.03702132,2.327888809,1783.920963,766.3256748,2469.526077,11539.69255,1.639419634,1.680748869,63.1750992,10.17904337,0.391394105,0.208189165,1.271724254,3.250379067,2.912583347,4.414006897,0.629090909,0.456363636,-0.548067001,7.359009698,0.87045077,47.86520493,229.0114557,16.79172469,115.648676,146.7082851,0.462000773,1.71446618,2.663446309,0.206146844,2.61873082,1.303402432,2,12,355602,177119,24212,41344,275.5834611,86.70321196,95.33582797,27.91843052,100,266
PS,67.40774086,172,87.86060606,356.4484848,69.38181818,53.64848485,1.162790698,0.936039525,67.8,70.34237288,43.4,6.432908466,3.180944124,4.713143805,14.83939505,2.239168331,259.4124637,115.8521493,691.8027211,1710.988979,1.724699286,1.383863373,24.17872553,7.456471667,0.337357594,0.123905243,1.629591273,4.548536316,3.215719885,5.023743613,0.594771242,0.359477124,3.103556582,3.880788963,-0.454272091,25.28048246,168.0562572,31.62229258,71.77060373,63.27039439,0.520212785,1.922336722,1.766940269,1.400885172,2.071143401,0.892917682,2,4,14497,58650,11448,8852,51.42053557,122.7843872,62.60068797,13.15091272,283,229
PS,10.2848751,166,20.6918239,5.811320755,20.83018868,3.735849057,1.107142857,0.91122998,33.95070423,31.85915493,8.007042254,4.834152619,3.21856953,3.336252053,14.56708944,1.375578561,192.335715,139.821687,666.6462585,1618.515945,1.715282665,1,19.78960865,8.898368896,0.227483202,0.025634835,4.170113574,14.7275703,3.909581802,6.028139056,0.475524476,0.120567376,10.4033748,13.09023615,0.724475001,18.5874537,274.7370822,22.61669161,119.2657376,57.3759551,0.582889586,1.208344141,1.487646711,2.926443036,3.543661497,1.117001293,0,4,3290,766,3312,594,28.20588049,51.18890991,3.89072891,15.38258272,415,432
PS,90.13649331,175,81.16167665,372.4311377,81.48502994,83.1257485,1.113314448,0.932461125,63.21404682,58.73913043,59.36120401,6.608698772,5.864127499,4.857266815,14.92905988,1.603274445,223.5116643,139.4094847,700.1882086,1742.191949,1.611186148,1.66262307,20.2970641,9.114856102,0.035221201,0.130064098,5.257227891,5.242391694,6.186163157,4.992118427,0.171052632,0.353741497,-0.521241473,-0.185126808,-0.447864427,20.48588828,224.0010375,32.96921019,87.60811158,58.82384041,0.641652702,1.538348831,1.488371248,0.621780898,0.895710412,0.698567679,1,5,13554,62030,13608,13882,60.63321725,81.66668464,85.85687712,13.31680297,223,338
PS,74.9199979,185,53.72881356,2.892655367,135.5254237,13.54237288,1.369791667,0.844742708,56.6345515,102.0365449,8.913621262,6.36202453,6.817777584,1.697751929,15.36953958,3.609364888,365.9290132,101.3832141,742.1156463,1900.995966,1.454491938,1.122659583,39.43911023,5.102845868,0.007037301,0.624479741,27.34403183,0.135300619,7.410075009,1.500563066,0.032051282,0.793103448,1.381878922,3.756208492,5.226601355,33.57512796,224.1532153,35.83333333,102.0749914,89.0839122,0.447081362,2.716503828,3.137953949,0.94516712,1.400435911,2.563215721,1,6,9510,336,23988,2397,33.19783049,80.01970575,34.11495457,12.35968366,161,332
WS,55.90270357,214,455.7219512,372.6829268,67.43414634,67.87804878,1.016241299,0.985245421,162.7234043,86.81914894,58.32978723,7.422139185,5.487849795,6.5722279,16.54059603,1.439756322,288.0692083,200.0819194,859.5124717,2369.474763,1.472256131,1.031576551,14.2561598,14.2561598,0.05785472,0.006521869,12.3385536,18.91561271,5.9842762,7.468662862,0.232804233,0.016042781,-0.59720734,3.223422714,0.257545504,20.42598437,170.6607232,21.30409614,77.32065459,57.02463921,0.727255432,1.412084782,1.145584292,0.105773286,1.770646068,0.709826851,1,4,93423,76196,13824,13915,208.3896579,87.42032919,47.61747738,14.46512605,193,245
WS,144.8086429,190,96.96153846,167.7472527,77.93956044,6.642857143,1.185473411,0.884691932,77.17901235,81.72839506,14.69753086,6.786452813,5.069473555,3.582864419,15.58511167,1.961326509,281.2571564,143.4014964,763.0793651,1982.112853,1.46322065,1,26.52694748,7.616324505,0.057002993,0.065814555,6.841310976,15.05990854,5.593590494,5.509146603,0.219512195,0.2375,4.683122419,7.603315037,46.25128335,24.65085288,210.5820043,25.098999,101.1310811,68.28654397,0.515678036,1.642603769,1.83664454,1.94581561,2.679279758,5.626628977,2,9,17647,30349,14185,1209,79.00997053,134.0213681,11.94441929,15.00718149,391,257
PS,83.61244987,250,56.66527197,111.5564854,17.29288703,230.6861925,1.150050352,0.955974709,48.00462963,16.85648148,93.22685185,6.458453957,4.109720129,6.772473887,17.85965951,3.820448629,590.7117152,154.6184159,1002.06576,2982.758879,1.458328468,1.285733812,33.39340874,7.792320991,0.150788699,0.025605265,4.917067617,5.367235158,4.855988178,6.527004394,0.388349515,0.145631068,-0.739067674,0.340312365,-1.306618464,34.25938776,204.010521,27.66181008,79.2156336,82.37145946,0.659616367,3.090397806,2.074978001,0.265160159,1.138928045,0.016861724,1,4,13543,26424,4133,55134,30.11464994,21.94434744,163.3557796,11.08575333,312,296
PS,107.6810399,167,48.0625,202.31875,67.43125,194.0375,1.234421365,0.91076023,53.41843972,68.5177305,135.5319149,6.180006904,4.380602593,6.140842241,14.61282609,2.263755554,249.0670568,110.0238303,670.8390023,1633.808946,1.703828724,1.696214119,26.39056436,6.692518155,0.171505607,0.025682598,3.11156401,7.19580314,4.389531885,6.288891953,0.416666667,0.144927536,1.457969948,1.834536125,-0.952112106,23.59387552,292.7146098,15.49304943,133.237729,66.16616502,0.522136723,1.733103479,1.972519269,1.005424721,1.691090429,0.375621733,2,5,7690,32212,10789,31046,30.31453601,103.8936729,163.0813787,13.61365654,36,350
PS,77.48192221,163,24.48717949,3.314102564,45.87820513,40.45512821,1.151515152,0.931180815,34.3649635,26.62773723,30.34306569,5.336949037,5.539859739,5.905290161,14.42900964,3.283315666,288.7784409,87.95329792,654.0680272,1572.925645,1.179079076,1.819895421,26.1759896,6.607226047,0.020847586,0.008466155,8.254257193,19.60716383,6.528842755,7.127252931,0.111888112,0.034965035,-0.495916164,-1.195563925,-0.839294342,26.5401377,257.6311935,24.61405034,115.3993418,65.56643129,0.623413934,2.685467617,1.978009532,0.355281654,0.046329018,0.085469468,2,6,3820,362,7157,6311,17.14810567,34.267302,23.25619381,9.882873854,318,460
PS,80.34667524,359,49.87463557,62.19533528,91.41399417,62.75218659,1.244413408,0.788207459,53.3516129,80.62903226,60.14516129,6.518547456,6.597537703,5.064432932,21.39544307,2.252387332,779.8018632,346.2112631,1438.111111,5128.170734,1.048490688,1.622582979,49.55515522,7.57238203,0.01898068,0.135817233,9.722086924,5.302766329,6.802385403,5.060549408,0.105095541,0.379084967,14.18395802,14.94667803,0.616739116,36.54846011,263.4790529,15.66127422,124.534202,114.2550745,0.524782237,1.949776551,2.768325806,2.919298829,3.024650166,1.211996581,2,12,17107,20991,31355,21524,40.93996206,103.767474,80.2598901,18.74494802,466,293
PS,48.28840569,466,189.4921348,223.6202247,282.9258427,245.4157303,1.232936078,0.838846704,112.0702179,226.8256659,176.0145278,7.910779194,7.44142043,6.56505529,24.3699271,1.639896709,983.2632648,599.5885348,1865.770975,7578.117107,1.208919185,1.458295843,42.90593865,11.27437896,0.016693633,0.049460612,9.806261726,6.409128752,7.029069953,6.164095375,0.103365385,0.211538462,3.783163165,7.597656329,-0.362519456,30.87064375,196.5172076,19.7730462,89.85820176,108.3606352,0.668184376,1.365178207,1.931615186,1.403981369,2.339886279,0.762526799,2,8,84324,99067,125902,109210,128.7252734,328.168676,242.7450787,22.61290401,145,237
WS,71.01064836,272,367.1192308,577.6653846,206.9307692,137.95,1.212903226,0.894656905,137.4936709,150.5949367,133.9831224,7.54200684,6.533958916,6.308146089,18.62777135,1.990571786,483.8051583,243.048335,1090.113379,3384.397127,1.500919742,1.484164705,30.73579635,9.250465916,0.040422653,0.027194716,5.400843882,10.06329114,6.190082833,6.56673997,0.185654008,0.147679325,-0.485646365,1.510733965,1.530308081,26.29514072,176.880638,23.16616502,76.49792468,79.97252452,0.641517697,1.627601052,1.790033245,-0.519235469,1.456554222,1.35577936,2,5,95451,149934,53802,35867,151.8049521,238.9315862,151.1608714,16.15576538,330,261
PS,174.8999033,184,40.47727273,6.346590909,74.82954545,4.193181818,1.296296296,0.843937143,51.7254902,98.04575163,7.509803922,6.050043161,5.917958078,3.417618262,15.3260613,2.769371853,317.8199749,114.7624775,737.9229025,1884.908607,1.67673847,1.898165437,32.47433506,6.100421841,0.022461571,0.037792456,14.8975641,14.65987179,6.652131763,5.911292523,0.128205128,0.173076923,2.551719717,5.298204624,0.358943679,25.94896713,267.2552716,22.61669161,112.6017815,77.1495138,0.609075989,2.223108366,2.390858176,1.492069729,2.09980811,1.005311754,1,6,7124,942,13170,738,33.90544247,93.83777365,4.470504229,11.67238067,393,434
PS,73.61566299,233,30.08520179,242.8206278,34.25112108,99.75784753,1.150480256,0.845706214,41.18905473,34.91044776,67.15422886,5.844694079,3.895732984,6.34024964,17.2514918,1.348110019,316.2579949,234.5936092,934.9818594,2688.305313,1.737209426,1.758310249,28.64208633,8.572614223,0.227816143,0.020438851,3.072139303,9.582089552,4.037823649,6.711212322,0.482587065,0.119402985,0.997980391,4.967487994,-1.074933327,22.53262906,226.828027,26.32206122,93.22648869,74.42940111,0.566404646,1.230289587,1.795389503,0.887040922,2.132833973,0.165280049,1,7,6709,53927,7638,22246,22.99711243,54.52657793,72.92569238,18.31489862,306,342
PS,58.81113124,589,32.23843416,63.76868327,59.97330961,57.64768683,1.550485847,0.654373247,42.85068762,46.17485265,38.93123772,6.094231736,6.515274997,6.064126372,27.38686886,1.639014992,1395.139024,851.2057736,2356.321995,10755.38025,1.194096273,1.584998415,81.23659584,7.635278463,0.017120613,0.046269277,11.27614884,5.497602918,7.065420927,6.270362012,0.107212476,0.208576998,-0.278031644,1.124944047,0.459518381,40.70432944,282.4198897,39.02581418,122.0247706,177.7437486,0.463040003,1.302342088,4.05321495,0.503040102,1.073623434,1.05254288,3,14,18118,35277,33705,32398,22.24723782,51.22080107,59.27846467,31.25471397,472,344
WS,96.8497225,317,52.40924092,183.8976898,20.46864686,15.25742574,1.034649476,0.963832112,47.61347518,18.76241135,16.91843972,6.475372687,2.486777478,3.535370417,20.10923451,2.107628861,626.3002162,297.1586829,1270.401361,4257.799813,1.410280003,1.643456076,25.57386389,12.71609522,0.489088526,0.262593877,0.629864737,2.952054105,2.356472537,3.849856344,0.698961938,0.509090909,-0.493589699,2.190077533,5.926239877,29.4388973,173.5700777,34.03300552,71.20442926,76.5799182,0.741083491,2.022223985,1.435050678,0.211487722,1.861813259,2.392686871,2,10,15880,55419,6202,4623,28.99045331,40.072766,28.09401477,14.55768378,258,252
WS,151.6766345,160,152.6797386,329.2418301,46.39215686,37.16339869,1.092592593,0.953010963,89.0729927,59.2919708,30.74452555,6.806279673,3.970835614,5.538305816,14.28959565,1.583890648,194.8145071,122.9974476,641.4897959,1527.771633,1.718572501,1.367391633,17.85289656,9.5114046,0.216746332,0.029990555,5.288649081,10.99389821,4.257830305,6.280242883,0.460431655,0.148148148,-0.393214784,4.50030629,0.430148268,19.62258072,207.2950943,23.90107399,107.7818447,54.72860232,0.613859565,1.47384399,1.403663257,0.340826164,2.094826747,1.228928633,2,6,23360,50222,7098,5686,84.61899643,72.27102542,42.14671814,13.31387912,133,259
PS,152.1529041,175,75.47305389,272.1796407,60.0239521,136.7664671,1.081545064,0.948086414,64.11258278,41.30463576,68.66225166,6.581074951,4.672969932,5.885643616,14.92905988,1.514274112,217.2193481,143.4478384,700.1882086,1742.191949,1.181140249,1.459280754,16.93750811,10.81448888,0.13343713,0.041390728,2.559602649,7.135761589,4.787423459,6.082524504,0.357615894,0.185430464,-0.287657636,3.351263164,-1.230253854,18.83933326,205.1748567,25.32764884,94.84996253,55.50399399,0.679149689,1.377024801,1.33838333,0.431907647,1.980078987,-0.049521567,0,5,12604,45288,10024,22840,43.67240793,94.6400652,101.014373,13.6811866,145,291
PS,31.20411338,303,50.13448276,4.855172414,116.4586207,118.862069,1.157201646,0.936393525,46.24528302,70.92830189,68.12830189,6.48906278,7.291508478,6.699528334,19.6731192,2.847600829,681.6447633,239.3751106,1215.895692,3986.74348,1.453243584,1.759661324,32.90675072,9.675415308,0.006795832,0.01731822,10.97511963,11.08899681,7.431711174,6.966969516,0.015267176,0.115671642,0.342399322,-0.218769706,-0.547270873,34.25216104,323.5135182,19.45238095,123.631993,85.16433205,0.587839495,2.268811359,1.812793915,0.799860477,0.587575204,0.092668868,1,2,14539,1119,33773,34470,32.6387624,76.28304831,78.35723857,15.09696296,464,388
WS,32.54603953,320,693.3267974,989.5098039,84.22222222,414.3300654,1.191555903,0.867749577,247.0962567,41.85918004,186.0730838,7.995085024,6.89453319,7.844842643,20.20853997,1.407648894,519.4585057,369.0256199,1282.979592,4321.190728,1.432487248,1.194151558,33.64413726,9.961838285,0.00664732,0.008243608,14.02610005,7.296823763,7.525622104,7.245612469,0.017730496,0.032258065,-0.451090427,-0.797627809,-0.297794433,27.32215082,282.6768745,21.59728556,127.6495311,87.21195109,0.52448855,1.22069179,1.805887468,0.01775901,0.026689522,0.297820399,2,7,212158,302485,25772,126785,326.1466014,39.43219915,247.3804436,22.38251379,148,460
